SMILES,Name,CID,InChI,IUPAC,Status,Source
O=c1sn(c(=O)n1Cc1ccccc1)C,"4-Benzyl-2-methyl-1,2,4-thiadiazolidine-3,5-dione",4124851,"1S/C10H10N2O2S/c1-11-9(13)12(10(14)15-11)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3","4-benzyl-2-methyl-1,2,4-thiadiazolidine-3,5-dione",1,PMID: 28256059
O=CC(Br)(Br)Br,Tribromoacetaldehyde,8256,"1S/C2HBr3O/c3-2(4,5)1-6/h1H","2,2,2-tribromoacetaldehyde",1,HEPG2
O=Cc1c(O)c(O)c(c2c1c(O)c(c(c2)C)c1c(C)cc2c(c1O)c(C=O)c(c(c2C(C)C)O)O)C(C)C,Gossypol,3503,"1S/C30H30O8/c1-11(2)19-15-7-13(5)21(27(35)23(15)17(9-31)25(33)29(19)37)22-14(6)8-16-20(12(3)4)30(38)26(34)18(10-32)24(16)28(22)36/h7-12,33-38H,1-6H3","7-(8-formyl-1,6,7-trihydroxy-3-methyl-5-propan-2-ylnaphthalen-2-yl)-2,3,8-trihydroxy-6-methyl-4-propan-2-ylnaphthalene-1-carbaldehyde",0,"CHO, HEPG2"
O=Cc1cc(OC)c2c(c1)N1C[C@H]3[C@@H]([C@]([C@H]2COC(=O)N)(O1)OC(=O)C)N3C(=O)C,PharmaGSID_48166,60196435,"1S/C19H21N3O8/c1-9(24)22-14-6-21-13-4-11(7-23)5-15(27-3)16(13)12(8-28-18(20)26)19(30-21,17(14)22)29-10(2)25/h4-5,7,12,14,17H,6,8H2,1-3H3,(H2,20,26)/t12-,14-,17-,19-,22?/m0/s1","[(8R,9S,10S,12S)-11-acetyl-8-(carbamoyloxymethyl)-4-formyl-6-methoxy-14-oxa-1,11-diazatetracyclo[7.4.1.02,7.010,12]tetradeca-2(7),3,5-trien-9-yl] acetate",0,"CHO, HEPG2"
O=CNc1cc(ccc1O)C(CNC(Cc1ccc(cc1)OC)C)O,Formoterol,3410,"1S/C19H24N2O4/c1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22/h3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22)",N-[2-hydroxy-5-[1-hydroxy-2-[1-(4-methoxyphenyl)propan-2-ylamino]ethyl]phenyl]formamide,1,PMID: 31262488
O=CNCc1ccc(c2c1sc1ccc(cc1c2=O)OC)NCCN(CC)CC,"Formamide, N-((1-((2-(diethylamino)ethyl)amino)-7-methoxy-9-oxo-9H-thioxanthen-4-yl)methyl)-",9909677,"1S/C22H27N3O3S/c1-4-25(5-2)11-10-24-18-8-6-15(13-23-14-26)22-20(18)21(27)17-12-16(28-3)7-9-19(17)29-22/h6-9,12,14,24H,4-5,10-11,13H2,1-3H3,(H,23,26)",N-[[1-[2-(diethylamino)ethylamino]-7-methoxy-9-oxothioxanthen-4-yl]methyl]formamide,0,"CHO, HEPG2"
O=NN(C(=O)N)C,N-Nitroso-N-methylurea,12699,"1S/C2H5N3O2/c1-5(4-7)2(3)6/h1H3,(H2,3,6)",1-methyl-1-nitrosourea,0,PMID: 15017106
O=S(=O)(C(F)(F)F)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCCCn1cc[n+](c1)C,1-Methyl-3-tetradecylimidazolium bis(trifluoromethylsulfonyl)imide,60196379,"1S/C18H35N2.C2F6NO4S2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-20-17-16-19(2)18-20;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h16-18H,3-15H2,1-2H3;/q+1;-1",bis(trifluoromethylsulfonyl)azanide;1-methyl-3-tetradecylimidazol-1-ium,0,HEPG2
O=S1(=O)CCN(CN1)CN1CCS(=O)(=O)NC1,Taurolidine,29566,"1S/C7H16N4O4S2/c12-16(13)3-1-10(5-8-16)7-11-2-4-17(14,15)9-6-11/h8-9H,1-7H2","4-[(1,1-dioxo-1,2,4-thiadiazinan-4-yl)methyl]-1,2,4-thiadiazinane 1,1-dioxide",0,PMID: 12174870
O=S1OCC2C(CO1)C1(C(C2(Cl)C(=C1Cl)Cl)(Cl)Cl)Cl,Endosulfan,3224,"1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2","1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide",0,HEPG2
O1CC1COc1ccc(cc1)C(C(c1ccc(cc1)OCC1OC1)c1ccc(cc1)OCC1OC1)c1ccc(cc1)OCC1OC1,"1,1,2,2-Tetrakis(4-glycidoxyphenyl)ethane",62630,"1S/C38H38O8/c1-9-29(39-17-33-21-43-33)10-2-25(1)37(26-3-11-30(12-4-26)40-18-34-22-44-34)38(27-5-13-31(14-6-27)41-19-35-23-45-35)28-7-15-32(16-8-28)42-20-36-24-46-36/h1-16,33-38H,17-24H2","2-[[4-[1,2,2-tris[4-(oxiran-2-ylmethoxy)phenyl]ethyl]phenoxy]methyl]oxirane",0,CHO
O1CC1COc1cccc(c1)OCC1OC1,Diglycidyl resorcinol ether,7586,"1S/C12H14O4/c1-2-9(13-5-11-7-15-11)4-10(3-1)14-6-12-8-16-12/h1-4,11-12H,5-8H2",2-[[3-(oxiran-2-ylmethoxy)phenoxy]methyl]oxirane,0,HEPG2
O1CCN(CC1)SSN1CCOCC1,"4,4'-Dithiodimorpholine",7648,1S/C8H16N2O2S2/c1-5-11-6-2-9(1)13-14-10-3-7-12-8-4-10/h1-8H2,4-(morpholin-4-yldisulfanyl)morpholine,0,CHO
OC(=O)[C@@H](N1C(=O)c2c(C1=O)cccc2)Cc1c[nH]c2c1cccc2,N-Phthalyl-L-tryptophan,702558,"1S/C19H14N2O4/c22-17-13-6-1-2-7-14(13)18(23)21(17)16(19(24)25)9-11-10-20-15-8-4-3-5-12(11)15/h1-8,10,16,20H,9H2,(H,24,25)/t16-/m0/s1","(2S)-2-(1,3-dioxoisoindol-2-yl)-3-(1H-indol-3-yl)propanoic acid",1,PMID: 22090490
OC(=O)/C(=N/Nc1scc(n1)c1ccc(c(c1)Cl)Cl)/Cc1ccccc1[N+](=O)[O-],"(2E)-2-[[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]hydrazinylidene]-3-(2-nitrophenyl)propanoic acid",5717952,"1S/C18H12Cl2N4O4S/c19-12-6-5-10(7-13(12)20)15-9-29-18(21-15)23-22-14(17(25)26)8-11-3-1-2-4-16(11)24(27)28/h1-7,9H,8H2,(H,21,23)(H,25,26)/b22-14+","(2E)-2-[[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]hydrazinylidene]-3-(2-nitrophenyl)propanoic acid",0,PMID: 26942880
OC(=O)C(C(C(=O)O)O)O.COc1ccccc1OCCNCC(COc1cccc2c1c1ccccc1[nH]2)O,Carvedilol tartrate,16667700,"1S/C24H26N2O4.C4H6O6/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20;5-1(3(7)8)2(6)4(9)10/h2-12,17,25-27H,13-16H2,1H3;1-2,5-6H,(H,7,8)(H,9,10)","1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol;2,3-dihydroxybutanedioic acid",0,HEPG2
OC(=O)C(F)(F)F.COc1cc(Cl)c(cc1c1nc(sc1CCC1CCCCC1)NC(=O)c1cc2c(n1CC(=O)O)c(C)cc(c2)C)OC,SR146131 trifluoroacetate (1:1),60196406,"1S/C32H36ClN3O5S.C2HF3O2/c1-18-12-19(2)30-21(13-18)14-24(36(30)17-28(37)38)31(39)35-32-34-29(22-15-26(41-4)23(33)16-25(22)40-3)27(42-32)11-10-20-8-6-5-7-9-20;3-2(4,5)1(6)7/h12-16,20H,5-11,17H2,1-4H3,(H,37,38)(H,34,35,39);(H,6,7)","2-[2-[[4-(4-chloro-2,5-dimethoxyphenyl)-5-(2-cyclohexylethyl)-1,3-thiazol-2-yl]carbamoyl]-5,7-dimethylindol-1-yl]acetic acid;2,2,2-trifluoroacetic acid",0,HEPG2
OC(=O)C[C@@H](C(=O)COc1c(F)cccc1F)NC(=O)[C@H](C(C)C)NC(=O)c1ccc2c(n1)cccc2,Q-VD-OPh hydrate,24794416,"1S/C26H25F2N3O6/c1-14(2)23(31-25(35)19-11-10-15-6-3-4-9-18(15)29-19)26(36)30-20(12-22(33)34)21(32)13-37-24-16(27)7-5-8-17(24)28/h3-11,14,20,23H,12-13H2,1-2H3,(H,30,36)(H,31,35)(H,33,34)/t20-,23-/m0/s1","(3S)-5-(2,6-difluorophenoxy)-3-[[(2S)-3-methyl-2-(quinoline-2-carbonylamino)butanoyl]amino]-4-oxopentanoic acid",1,PMID: 27438623
OC(=O)C[C@@H](C[C@@H](/C=C/c1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,Fluvastatin,446155,"1S/C24H26FNO4/c1-15(2)26-21-6-4-3-5-20(21)24(16-7-9-17(25)10-8-16)22(26)12-11-18(27)13-19(28)14-23(29)30/h3-12,15,18-19,27-28H,13-14H2,1-2H3,(H,29,30)/b12-11+/t18-,19-/m1/s1","(E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid",0,HEPG2
OC(=O)C[C@@H]1NC(=O)CNC(=O)[C@H](CCCCN=C(N)N)NC(=O)CCSSC[C@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC1=O)Cc1c[nH]c3c1cccc3)CCC2)C(=O)N,Eptifibatide,448812,"1S/C35H49N11O9S2/c36-30(51)25-18-57-56-13-10-27(47)42-22(8-3-4-11-39-35(37)38)31(52)41-17-28(48)43-23(15-29(49)50)32(53)44-24(14-19-16-40-21-7-2-1-6-20(19)21)34(55)46-12-5-9-26(46)33(54)45-25/h1-2,6-7,16,22-26,40H,3-5,8-15,17-18H2,(H2,36,51)(H,41,52)(H,42,47)(H,43,48)(H,44,53)(H,45,54)(H,49,50)(H4,37,38,39)/t22-,23-,24-,25-,26-/m0/s1","2-[(3S,6S,12S,20R,23S)-20-carbamoyl-12-[4-(diaminomethylideneamino)butyl]-3-(1H-indol-3-ylmethyl)-2,5,8,11,14,22-hexaoxo-17,18-dithia-1,4,7,10,13,21-hexazabicyclo[21.3.0]hexacosan-6-yl]acetic acid",1,PMID: 22844498
OC(=O)C[C@@H]1NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N(C(=O)[C@H](NC1=O)Cc1ccccc1)C)C(C)C,Cilengitide,176873,"1S/C27H40N8O7/c1-15(2)22-25(41)33-17(10-7-11-30-27(28)29)23(39)31-14-20(36)32-18(13-21(37)38)24(40)34-19(26(42)35(22)3)12-16-8-5-4-6-9-16/h4-6,8-9,15,17-19,22H,7,10-14H2,1-3H3,(H,31,39)(H,32,36)(H,33,41)(H,34,40)(H,37,38)(H4,28,29,30)/t17-,18-,19+,22-/m0/s1","2-[(2S,5R,8S,11S)-5-benzyl-11-[3-(diaminomethylideneamino)propyl]-7-methyl-3,6,9,12,15-pentaoxo-8-propan-2-yl-1,4,7,10,13-pentazacyclopentadec-2-yl]acetic acid",0,PMID: 21788343
OC(=O)C[C@H]1[C@H](CN[C@@H]1C(=O)O)C(=C)C,Kainic acid,10255,"1S/C10H15NO4/c1-5(2)7-4-11-9(10(14)15)6(7)3-8(12)13/h6-7,9,11H,1,3-4H2,2H3,(H,12,13)(H,14,15)/t6-,7+,9-/m0/s1","(2S,3S,4S)-3-(carboxymethyl)-4-prop-1-en-2-ylpyrrolidine-2-carboxylic acid",0,PMID: 21127971
OC(=O)C=Cc1ccc(cc1)C=CC(=O)O,"2-Propenoic acid, 3,3'-(1,4-phenylene)bis-",85983,"1S/C12H10O4/c13-11(14)7-5-9-1-2-10(4-3-9)6-8-12(15)16/h1-8H,(H,13,14)(H,15,16)",3-[4-(2-carboxyethenyl)phenyl]prop-2-enoic acid,1,HEPG2
OC(=O)C1(N)CC2CC1CC2,2-Aminobicyclo[2.2.1]heptane-2-carboxylic acid,115288,"1S/C8H13NO2/c9-8(7(10)11)4-5-1-2-6(8)3-5/h5-6H,1-4,9H2,(H,10,11)",2-aminobicyclo[2.2.1]heptane-2-carboxylic acid,0,PMID: 18520037
OC(=O)c1c2nc3c(oc2cc(=O)c1N)cccc3C(=O)O,Cinnabarinic acid,114918,"1S/C14H8N2O6/c15-10-6(17)4-8-12(9(10)14(20)21)16-11-5(13(18)19)2-1-3-7(11)22-8/h1-4H,15H2,(H,18,19)(H,20,21)","2-amino-3-oxophenoxazine-1,9-dicarboxylic acid",0,PMID: 17476692
OC(=O)c1cc(=O)c2c([nH]1)cccc2,Kynurenic acid,3845,"1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)",4-oxo-1H-quinoline-2-carboxylic acid,1,PMID: 21293468
OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N,Furosemide,3440,"1S/C12H11ClN2O5S/c13-9-5-10(15-6-7-2-1-3-20-7)8(12(16)17)4-11(9)21(14,18)19/h1-5,15H,6H2,(H,16,17)(H2,14,18,19)",4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid,1,PMID: 12393866
OC(=O)c1cc(O)c(c(c1)O)O,Gallic acid,370,"1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)","3,4,5-trihydroxybenzoic acid",1,PMID: 32179202
OC(=O)c1cccc(c1N)O,3-Hydroxyanthranilic acid,86,"1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",2-amino-3-hydroxybenzoic acid,0,PMID: 18003900
OC(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C,Meclofenamic acid,4037,"1S/C14H11Cl2NO2/c1-8-6-7-10(15)13(12(8)16)17-11-5-3-2-4-9(11)14(18)19/h2-7,17H,1H3,(H,18,19)","2-(2,6-dichloro-3-methylanilino)benzoic acid",1,PMID: 29875633
OC(=O)c1cccnc1,Nicotinic acid,938,"1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)",pyridine-3-carboxylic acid,1,PMID: 30415247
OC(=O)CC(C(=O)O)(CC(=O)O)O.CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,Tamoxifen citrate,2733525,"1S/C26H29NO.C6H8O7/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3;7-3(8)1-6(13,5(11)12)2-4(9)10/h5-18H,4,19-20H2,1-3H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/b26-25-;","2-[4-[(Z)-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid",0,HEPG2
OC(=O)CC(C(=O)O)(CC(=O)O)O.CCN(CCOc1ccc(cc1)C(=C(c1ccccc1)Cl)c1ccccc1)CC,Clomiphene citrate,60974,"1S/C26H28ClNO.C6H8O7/c1-3-28(4-2)19-20-29-24-17-15-22(16-18-24)25(21-11-7-5-8-12-21)26(27)23-13-9-6-10-14-23;7-3(8)1-6(13,5(11)12)2-4(9)10/h5-18H,3-4,19-20H2,1-2H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","2-[4-(2-chloro-1,2-diphenylethenyl)phenoxy]-N,N-diethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid",0,CHO
OC(=O)CC(C(=O)O)(CC(=O)O)O.ClCC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,Toremifene citrate,3005572,"1S/C26H28ClNO.C6H8O7/c1-28(2)19-20-29-24-15-13-23(14-16-24)26(22-11-7-4-8-12-22)25(17-18-27)21-9-5-3-6-10-21;7-3(8)1-6(13,5(11)12)2-4(9)10/h3-16H,17-20H2,1-2H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/b26-25-;","2-[4-[(Z)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid",0,HEPG2
OC(=O)CC(C(=O)O)O.CCN(CCNC(=O)C1C(=NC(=C1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)C)CC,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-3H-pyrrole-3-carboxamide;2-hydroxybutanedioic acid",60196290,"1S/C22H27FN4O2.C4H6O5/c1-5-27(6-2)10-9-24-22(29)20-13(3)19(25-14(20)4)12-17-16-11-15(23)7-8-18(16)26-21(17)28;5-2(4(8)9)1-3(6)7/h7-8,11-12,20H,5-6,9-10H2,1-4H3,(H,24,29)(H,26,28);2,5H,1H2,(H,6,7)(H,8,9)/b17-12-;","N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-3H-pyrrole-3-carboxamide;2-hydroxybutanedioic acid",0,HEPG2
OC(=O)CC[C@@H](C(=O)O)N,Glutamic acid,33032,"1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",(2S)-2-aminopentanedioic acid,0,PMID: 24316465
OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)CCc1c[nH]c2c1c(=O)[nH]c(n2)N,Pemetrexed,135410875,"1S/C20H21N5O6/c21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27/h1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29)/t13-/m0/s1","(2S)-2-[[4-[2-(2-amino-4-oxo-3,7-dihydropyrrolo[2,3-d]pyrimidin-5-yl)ethyl]benzoyl]amino]pentanedioic acid",0,PMID: 24847863
OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N,CID 6037,6037,"1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1",(2S)-2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,1,PMID: 31861819
OC(=O)Cc1cc(C)ccc1Nc1c(F)cccc1Cl,Lumiracoxib,151166,"1S/C15H13ClFNO2/c1-9-5-6-13(10(7-9)8-14(19)20)18-15-11(16)3-2-4-12(15)17/h2-7,18H,8H2,1H3,(H,19,20)",2-[2-(2-chloro-6-fluoroanilino)-5-methylphenyl]acetic acid,0,PMID: 18466679
OC(=O)CCCC[C@H]1SSCC1,Lipoic acid,6112,"1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)/t7-/m1/s1",5-[(3R)-dithiolan-3-yl]pentanoic acid,1,PMID: 32547134
OC(=O)CCN(C(=O)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=N)N)c1ccccn1,Dabigatran,216210,"1S/C25H25N7O3/c1-31-20-10-7-17(25(35)32(13-11-23(33)34)21-4-2-3-12-28-21)14-19(20)30-22(31)15-29-18-8-5-16(6-9-18)24(26)27/h2-10,12,14,29H,11,13,15H2,1H3,(H3,26,27)(H,33,34)",3-[[2-[(4-carbamimidoylanilino)methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoic acid,1,PMID: 33108682
OC(c1cc(O)cc(c1)O)CNC(C)(C)C,Terbutaline,5403,"1S/C12H19NO3/c1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8/h4-6,11,13-16H,7H2,1-3H3","5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol",1,PMID: 33065789
OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,Terfenadine,5405,"1S/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3",1-(4-tert-butylphenyl)-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butan-1-ol,0,"CHO, HEPG2"
OC(COc1cc(C)c(c(c1C)C)OC(=O)C)CNC(C)C,Metipranolol,31477,"1S/C17H27NO4/c1-10(2)18-8-15(20)9-21-16-7-11(3)17(22-14(6)19)13(5)12(16)4/h7,10,15,18,20H,8-9H2,1-6H3","[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]-2,3,6-trimethylphenyl] acetate",1,PMID: 16799065
OC(COc1ccc(cc1)CC(=O)N)CNC(C)C,Atenolol,2249,"1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,1,PMID: 25887954
OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C,Bisoprolol,2405,"1S/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3",1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol,1,PMID: 28928480
OC[C@]1(C)[C@@H](O)CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@]1([C@@H]2[C@@H](CC1)C(=C)C)C(=O)O)C)C,23-Hydroxybetulinic acid,21672692,"1S/C30H48O4/c1-18(2)19-9-14-30(25(33)34)16-15-28(5)20(24(19)30)7-8-22-26(3)12-11-23(32)27(4,17-31)21(26)10-13-29(22,28)6/h19-24,31-32H,1,7-17H2,2-6H3,(H,33,34)/t19-,20+,21+,22+,23-,24+,26-,27-,28+,29+,30-/m0/s1","(1R,3aS,5aR,5bR,7aR,8R,9S,11aR,11bR,13aR,13bR)-9-hydroxy-8-(hydroxymethyl)-5a,5b,8,11a-tetramethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",0,PMID: 22007688
OC[C@@H]1[C@H](O)CCN1c1ncc(c(c1)c1ccc(cc1C)F)N(C(=O)C(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(C)C)C,PharmaGSID_48513,60196441,"1S/C30H30F7N3O3/c1-16-9-20(31)5-6-21(16)22-13-26(40-8-7-25(42)24(40)15-41)38-14-23(22)39(4)27(43)28(2,3)17-10-18(29(32,33)34)12-19(11-17)30(35,36)37/h5-6,9-14,24-25,41-42H,7-8,15H2,1-4H3/t24-,25-/m1/s1","2-[3,5-bis(trifluoromethyl)phenyl]-N-[4-(4-fluoro-2-methylphenyl)-6-[(2R,3R)-3-hydroxy-2-(hydroxymethyl)pyrrolidin-1-yl]pyridin-3-yl]-N,2-dimethylpropanamide",0,"CHO, HEPG2"
OC[C@H]1O[C@@H](O[C@]([C@H]2CC[C@@]3([C@@H]2[C@H](O)C[C@H]2[C@@]3(C)C[C@@H]([C@@H]3[C@]2(C)CC[C@@H](C3(C)C)O)O)C)(CCC=C(C)C)C)[C@@H]([C@H]([C@@H]1O)O)O,Ginsenoside F1,9809542,"1S/C36H62O9/c1-19(2)10-9-13-36(8,45-31-29(43)28(42)27(41)23(18-37)44-31)20-11-15-34(6)26(20)21(38)16-24-33(5)14-12-25(40)32(3,4)30(33)22(39)17-35(24,34)7/h10,20-31,37-43H,9,11-18H2,1-8H3/t20-,21+,22-,23+,24+,25-,26-,27+,28-,29+,30-,31-,33+,34+,35+,36-/m0/s1","(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(2S)-6-methyl-2-[(3S,5R,6S,8R,9R,10R,12R,13R,14R,17S)-3,6,12-trihydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]hept-5-en-2-yl]oxyoxane-3,4,5-triol",1,PMID: 12925222
OC[C@H]1O[C@@H](O[C@@]23C[C@@H]4[C@@]3(COC(=O)c3ccccc3)[C@@H]3O[C@@]2(C)C[C@]4(O3)O)[C@@H]([C@H]([C@@H]1O)O)O,Paeoniflorin,442534,"1S/C23H28O11/c1-20-9-22(29)13-7-23(20,32-18-16(27)15(26)14(25)12(8-24)31-18)21(13,19(33-20)34-22)10-30-17(28)11-5-3-2-4-6-11/h2-6,12-16,18-19,24-27,29H,7-10H2,1H3/t12-,13-,14-,15+,16-,18+,19-,20+,21+,22-,23+/m1/s1","[(1R,2S,3R,5R,6R,8S)-6-hydroxy-8-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-9,10-dioxatetracyclo[4.3.1.02,5.03,8]decan-2-yl]methyl benzoate",1,PMID: 28731183
OC[C@H]1O[C@@H](O[C@@H]2C[C@@H]3CC[C@@H]4[C@@H]([C@]3(C[C@H]2O)C)CC[C@]2([C@H]4[C@H](O)[C@H]3[C@@H]2[C@@H]([C@]2(O3)CC[C@H](CO2)C)C)C)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O)O,Digitonin,6537502,"1S/C56H92O29/c1-19-7-10-56(75-17-19)20(2)31-45(85-56)37(67)32-22-6-5-21-11-26(24(61)12-55(21,4)23(22)8-9-54(31,32)3)76-50-42(72)39(69)44(30(16-60)80-50)81-53-48(47(36(66)29(15-59)79-53)83-49-40(70)33(63)25(62)18-74-49)84-52-43(73)46(35(65)28(14-58)78-52)82-51-41(71)38(68)34(64)27(13-57)77-51/h19-53,57-73H,5-18H2,1-4H3/t19-,20+,21+,22-,23+,24-,25-,26-,27-,28-,29-,30-,31+,32-,33+,34-,35-,36-,37+,38+,39-,40-,41-,42-,43-,44+,45-,46+,47+,48-,49+,50-,51+,52+,53+,54-,55+,56-/m1/s1","(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5R,6R)-2-[(2S,3R,4S,5R,6R)-2-[(2R,3R,4R,5R,6R)-6-[(1R,2S,3S,4R,5'R,6R,7S,8R,9S,12S,13S,15R,16R,18S)-3,15-dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",1,HEPG2
