SMILES,Name,CID,InChI,IUPAC,Status,Source
CN(/C=N/c1nnc(o1)/C=C/c1ccc(o1)[N+](=O)[O-])C,"trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2-furyl)-vinyl]-1,3,4-oxadiazole",91979780,"1S/C11H11N5O4/c1-15(2)7-12-11-14-13-9(20-11)5-3-8-4-6-10(19-8)16(17)18/h3-7H,1-2H3/b5-3+,12-7?","N,N-dimethyl-N'-[5-[(E)-2-(5-nitrofuran-2-yl)ethenyl]-1,3,4-oxadiazol-2-yl]methanimidamide",1,CCRIS
CN(C(=O)N[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)C=O)N=O,"D-Glucose, 2-deoxy-2-[[(methylnitrosoamino)carbonyl]amino]-",23615975,"1S/C8H15N3O7/c1-11(10-18)8(17)9-4(2-12)6(15)7(16)5(14)3-13/h2,4-7,13-16H,3H2,1H3,(H,9,17)/t4-,5+,6+,7+/m0/s1","1-methyl-1-nitroso-3-[(2R,3R,4S,5R)-3,4,5,6-tetrahydroxy-1-oxohexan-2-yl]urea",1,CCRIS
CN(C(=O)NCC)N=O,1-Nitroso-1-methyl-3-ethylurea,149482,"1S/C4H9N3O2/c1-3-5-4(8)7(2)6-9/h3H2,1-2H3,(H,5,8)",3-ethyl-1-methyl-1-nitrosourea,1,CCRIS
CN(C=Nc1ccc(cc1C)C)C=Nc1ccc(cc1C)C,Amitraz,36324,"1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3","N'-(2,4-dimethylphenyl)-N-[(2,4-dimethylphenyl)iminomethyl]-N-methylmethanimidamide",1,CCRIS
CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)[O-].O.[Na+],Sulpyrine,23674183,"1S/C13H17N3O4S.Na.H2O/c1-10-12(14(2)9-21(18,19)20)13(17)16(15(10)3)11-7-5-4-6-8-11;;/h4-8H,9H2,1-3H3,(H,18,19,20);;1H2/q;+1;/p-1","sodium;[(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-methylamino]methanesulfonate;hydrate",1,CCRIS
CN(c1ccc(cc1)C(=C1C=CC(=[N+](C)C)C=C1)c1c2ccc(cc2cc(c1O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+],Acid green 50,91525,"1S/C27H26N2O7S2.Na/c1-28(2)20-9-5-17(6-10-20)25(18-7-11-21(12-8-18)29(3)4)26-23-14-13-22(37(31,32)33)15-19(23)16-24(27(26)30)38(34,35)36;/h5-16H,1-4H3,(H2,31,32,33,34,35,36);/q;+1/p-1","sodium;4-[[4-(dimethylamino)phenyl]-(4-dimethylazaniumylidenecyclohexa-2,5-dien-1-ylidene)methyl]-3-hydroxynaphthalene-2,7-disulfonate",0,CCRIS
CN(c1ccc2c(c1)sc1c(n2)ccc(=[N+](C)C)c1)C.O.O.O.[Cl-],Methylene Blue trihydrate,104827,"1S/C16H18N3S.ClH.3H2O/c1-18(2)11-5-7-13-15(9-11)20-16-10-12(19(3)4)6-8-14(16)17-13;;;;/h5-10H,1-4H3;1H;3*1H2/q+1;;;;/p-1",[7-(dimethylamino)phenothiazin-3-ylidene]-dimethylazanium;chloride;trihydrate,1,CCRIS
CN(N)C.CNNC,Dimethylhydrazines,61870,"1S/2C2H8N2/c1-4(2)3;1-3-4-2/h3H2,1-2H3;3-4H,1-2H3","1,1-dimethylhydrazine;1,2-dimethylhydrazine",1,CCRIS
CN(N=Nc1c(Br)cc(cc1Br)Br)C,"1-(2,4,6-Tribromophenyl)-3,3-dimethyltriazene",99637,"1S/C8H8Br3N3/c1-14(2)13-12-8-6(10)3-5(9)4-7(8)11/h3-4H,1-2H3","N-methyl-N-[(2,4,6-tribromophenyl)diazenyl]methanamine",0,CCRIS
CN(N=O)C=C,N-Nitrosomethylvinylamine,20678,"1S/C3H6N2O/c1-3-5(2)4-6/h3H,1H2,2H3",N-ethenyl-N-methylnitrous amide,1,CCRIS
CN(N=O)CC(=O)CCC,1-(Methylnitrosoamino)-2-pentanone,154830,"1S/C6H12N2O2/c1-3-4-6(9)5-8(2)7-10/h3-5H2,1-2H3",N-methyl-N-(2-oxopentyl)nitrous amide,1,CCRIS
CN(N=O)CCC,Methylpropylnitrosamine,13545,"1S/C4H10N2O/c1-3-4-6(2)5-7/h3-4H2,1-2H3",N-methyl-N-propylnitrous amide,1,CCRIS
CN(N=O)CCC#N,3-(N-Nitrosomethylamino)propionitrile,62163,"1S/C4H7N3O/c1-7(6-8)4-2-3-5/h2,4H2,1H3",N-(2-cyanoethyl)-N-methylnitrous amide,1,CCRIS
CN=NCc1ccc(cc1)C(=O)NC(C)C,Azoprocarbazine,75230,"1S/C12H17N3O/c1-9(2)15-12(16)11-6-4-10(5-7-11)8-14-13-3/h4-7,9H,8H2,1-3H3,(H,15,16)",4-[(methyldiazenyl)methyl]-N-propan-2-ylbenzamide,1,CCRIS
CN=NNc1c(Cl)cc(cc1Cl)Cl,"Triazene, 3-methyl-1-(2,4,6-trichlorophenyl)-",149027,"1S/C7H6Cl3N3/c1-11-13-12-7-5(9)2-4(8)3-6(7)10/h2-3H,1H3,(H,11,12)","2,4,6-trichloro-N-(methyldiazenyl)aniline",0,CCRIS
Cn1cnc2c1c(=O)n(C)c(=O)n2C.CC(=O)Oc1ccccc1C(=O)O.CCOc1ccc(cc1)NC(=O)C,Thomapyrin,24666,"1S/C10H13NO2.C9H8O4.C8H10N4O2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12;1-6(10)13-8-5-3-2-4-7(8)9(11)12;1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4-7H,3H2,1-2H3,(H,11,12);2-5H,1H3,(H,11,12);4H,1-3H3","2-acetyloxybenzoic acid;N-(4-ethoxyphenyl)acetamide;1,3,7-trimethylpurine-2,6-dione",0,CCRIS
CNC(=O)Oc1cccc(c1)N=CN(C)C.Cl,Formetanate hydrochloride,31899,"1S/C11H15N3O2.ClH/c1-12-11(15)16-10-6-4-5-9(7-10)13-8-14(2)3;/h4-8H,1-3H3,(H,12,15);1H",[3-(dimethylaminomethylideneamino)phenyl] N-methylcarbamate;hydrochloride,0,CCRIS
CNC(=O)ON=C(C(=O)N(C)C)SC,Oxamyl,31657,"1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)",methyl 2-(dimethylamino)-N-(methylcarbamoyloxy)-2-oxoethanimidothioate,0,CCRIS
CNC(=O)ON=CC(SC)(C)C,Carbamyl,2086,"1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)",[(2-methyl-2-methylsulfanylpropylidene)amino] N-methylcarbamate,0,CCRIS
CNc1ccc(cc1)N.Cl.Cl,"N1-Methylbenzene-1,4-diamine dihydrochloride",79373,"1S/C7H10N2.2ClH/c1-9-7-4-2-6(8)3-5-7;;/h2-5,9H,8H2,1H3;2*1H","4-N-methylbenzene-1,4-diamine;dihydrochloride",0,CCRIS
CNc1nncc2c1cccc2.Cl,N-methylphthalazin-1-amine;hydrochloride,131709167,"1S/C9H9N3.ClH/c1-10-9-8-5-3-2-4-7(8)6-11-12-9;/h2-6H,1H3,(H,10,12);1H",N-methylphthalazin-1-amine;hydrochloride,1,CCRIS
CO[C@H](C(=O)O)Cc1ccc(cc1)OCCCOc1ccc(cc1)Oc1ccccc1,Naveglitazar,9888484,"1S/C25H26O6/c1-28-24(25(26)27)18-19-8-10-20(11-9-19)29-16-5-17-30-21-12-14-23(15-13-21)31-22-6-3-2-4-7-22/h2-4,6-15,24H,5,16-18H2,1H3,(H,26,27)/t24-/m0/s1",(2S)-2-methoxy-3-[4-[3-(4-phenoxyphenoxy)propoxy]phenyl]propanoic acid,1,CCRIS
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C2=O)c2c(O)c(/C=N\N4CCN(CC4)C)c(c(c2c(c3C)O)O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]1C)OC(=O)C)C)O)C)O)C)/C,Rifampicine,135550179,"1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11+,19-14+,22-13-,44-20-/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1","[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(Z)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",1,CCRIS
CO[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@H]2[C@H]1c1ccc(cc1CC2)O,11beta-Methoxyestradiol,68568,"1S/C19H26O3/c1-19-10-16(22-2)18-13-6-4-12(20)9-11(13)3-5-14(18)15(19)7-8-17(19)21/h4,6,9,14-18,20-21H,3,5,7-8,10H2,1-2H3/t14-,15-,16-,17-,18+,19-/m0/s1","(8S,9S,11S,13S,14S,17S)-11-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",1,CCRIS
CO[C@H]1C[C@@]2(C)[C@H]([C@H]3[C@H]1c1ccc(cc1CC3)O)CC[C@@]2(O)C#C,Moxestrol,11954041,"1S/C21H26O3/c1-4-21(23)10-9-17-16-7-5-13-11-14(22)6-8-15(13)19(16)18(24-3)12-20(17,21)2/h1,6,8,11,16-19,22-23H,5,7,9-10,12H2,2-3H3/t16-,17-,18-,19+,20-,21-/m0/s1","(8S,9S,11S,13S,14S,17R)-17-ethynyl-11-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",1,CCRIS
CO[C@H]1C[C@@H](O[C@H]([C@@H]1OC1C[C@H](OC)[C@H]([C@@H](O1)C)O)C)O[C@H]1[C@@H](C)/C=C/C=C/2\CO[C@H]3[C@]2(O)[C@@H](C=C([C@H]3O)C)C(=O)OC2C[C@@H](C/C=C/1\C)O[C@]1(C2)CC[C@@H]([C@H](O1)C(C)C)C.CO[C@H]1C[C@@H](O[C@H]([C@@H]1OC1C[C@H](OC)[C@H]([C@@H](O1)C)O)C)O[C@H]1[C@@H](C)/C=C/C=C/2\CO[C@H]3[C@]2(O)[C@@H](C=C([C@H]3O)C)C(=O)OC2C[C@@H](C/C=C/1\C)O[C@]1(C2)CC[C@@H]([C@H](O1)C(CC)C)C,Mectizan,6435110,"1S/C48H74O14.C47H72O14/c1-11-25(2)43-28(5)17-18-47(62-43)23-34-20-33(61-47)16-15-27(4)42(26(3)13-12-14-32-24-55-45-40(49)29(6)19-35(46(51)58-34)48(32,45)52)59-39-22-37(54-10)44(31(8)57-39)60-38-21-36(53-9)41(50)30(7)56-38;1-24(2)41-27(5)16-17-46(61-41)22-33-19-32(60-46)15-14-26(4)42(25(3)12-11-13-31-23-54-44-39(48)28(6)18-34(45(50)57-33)47(31,44)51)58-38-21-36(53-10)43(30(8)56-38)59-37-20-35(52-9)40(49)29(7)55-37/h12-15,19,25-26,28,30-31,33-45,49-50,52H,11,16-18,20-24H2,1-10H3;11-14,18,24-25,27,29-30,32-44,48-49,51H,15-17,19-23H2,1-10H3/b13-12+,27-15+,32-14+;12-11+,26-14+,31-13+/t25?,26-,28-,30-,31-,33+,34?,35-,36-,37-,38?,39-,40+,41-,42-,43+,44-,45+,47+,48+;25-,27-,29-,30-,32+,33?,34-,35-,36-,37?,38-,39+,40-,41+,42-,43-,44+,46+,47+/m00/s1","(1R,5'S,6R,6'R,8R,10E,12S,13S,14E,16E,20R,21R,24S)-6'-butan-2-yl-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one;(1R,5'S,6R,6'R,8R,10E,12S,13S,14E,16E,20R,21R,24S)-21,24-dihydroxy-12-[(2R,4S,5S,6S)-5-[(4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-5',11,13,22-tetramethyl-6'-propan-2-ylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",0,CCRIS
COC(=O)c1cc(C)ccc1C1=NC(C(=O)N1)(C)C(C)C.COC(=O)c1ccc(cc1C1=NC(C(=O)N1)(C)C(C)C)C,Imazamethabenz,21873022,"1S/2C16H20N2O3/c1-9(2)16(4)15(20)17-13(18-16)12-8-10(3)6-7-11(12)14(19)21-5;1-9(2)16(4)15(20)17-13(18-16)11-7-6-10(3)8-12(11)14(19)21-5/h2*6-9H,1-5H3,(H,17,18,20)",methyl 4-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate;methyl 5-methyl-2-(4-methyl-5-oxo-4-propan-2-yl-1H-imidazol-2-yl)benzoate,0,CCRIS
COC(=O)c1ccc(cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(n1)OC)CNS(=O)(=O)C,Mesosulfuron-methyl,11409499,"1S/C17H21N5O9S2/c1-29-13-8-14(30-2)20-16(19-13)21-17(24)22-33(27,28)12-7-10(9-18-32(4,25)26)5-6-11(12)15(23)31-3/h5-8,18H,9H2,1-4H3,(H2,19,20,21,22,24)","methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",0,CCRIS
COC(=O)COc1ccc(cc1)Cl,Methyl 2-(4-chlorophenoxy)acetate,96277,"1S/C9H9ClO3/c1-12-9(11)6-13-8-4-2-7(10)3-5-8/h2-5H,6H2,1H3",methyl 2-(4-chlorophenoxy)acetate,0,CCRIS
COc1c(N2C[C@@H]3[C@H](C2)CCCN3)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,Moxifloxacin,152946,"1S/C21H24FN3O4/c1-29-20-17-13(19(26)14(21(27)28)9-25(17)12-4-5-12)7-15(22)18(20)24-8-11-3-2-6-23-16(11)10-24/h7,9,11-12,16,23H,2-6,8,10H2,1H3,(H,27,28)/t11-,16+/m0/s1","7-[(4aS,7aS)-1,2,3,4,4a,5,7,7a-octahydropyrrolo[3,4-b]pyridin-6-yl]-1-cyclopropyl-6-fluoro-8-methoxy-4-oxoquinoline-3-carboxylic acid",0,CCRIS
COc1c(O)c2N(CCc2c2c1[nH]c(c2)C(=O)N1C[C@@H]2[C@]3(C1=CC(=O)c1c3c(C)c[nH]1)C2)C(=O)c1cc2c([nH]1)c(OC)c(c1c2CCN1C(=O)N)O,Rachelmycin,9939943,"1S/C37H33N7O8/c1-14-12-39-27-22(45)10-23-37(24(14)27)11-15(37)13-44(23)35(49)21-9-18-16-4-6-42(28(16)30(46)32(51-2)25(18)41-21)34(48)20-8-19-17-5-7-43(36(38)50)29(17)31(47)33(52-3)26(19)40-20/h8-10,12,15,39-41,46-47H,4-7,11,13H2,1-3H3,(H2,38,50)/t15-,37+/m1/s1","5-hydroxy-2-[5-hydroxy-4-methoxy-2-[(1R,12S)-3-methyl-7-oxo-5,10-diazatetracyclo[7.4.0.01,12.02,6]trideca-2(6),3,8-triene-10-carbonyl]-7,8-dihydro-3H-pyrrolo[3,2-e]indole-6-carbonyl]-4-methoxy-7,8-dihydro-3H-pyrrolo[3,2-e]indole-6-carboxamide",1,CCRIS
COc1cc(c(cc1C(C)(C)C)O)C(C)(C)C,"2,5-Di-tert-butyl-4-methoxyphenol",74812,"1S/C15H24O2/c1-14(2,3)10-9-13(17-7)11(8-12(10)16)15(4,5)6/h8-9,16H,1-7H3","2,5-ditert-butyl-4-methoxyphenol",0,CCRIS
COc1cc(c(cc1N=Nc1c(O)ccc2c1ccc(c2)S(=O)(=O)[O-])C)S(=O)(=O)[O-].[Na+].[Na+],Allura Red AC,33258,"1S/C18H16N2O8S2.2Na/c1-10-7-14(16(28-2)9-17(10)30(25,26)27)19-20-18-13-5-4-12(29(22,23)24)8-11(13)3-6-15(18)21;;/h3-9,21H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2",disodium;6-hydroxy-5-[(2-methoxy-5-methyl-4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate,0,CCRIS
COc1cc(ccc1N/N=C\1/C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)OC)N/N=C\1/C(=O)c2c(N)cc(cc2C=C1S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],"tetrasodium;(3Z)-5-amino-3-[[4-[4-[(2Z)-2-(8-amino-1-oxo-3,6-disulfonatonaphthalen-2-ylidene)hydrazinyl]-3-methoxyphenyl]-2-methoxyphenyl]hydrazinylidene]-4-oxonaphthalene-2,7-disulfonate",6321380,"1S/C34H28N6O16S4.4Na/c1-55-25-9-15(3-5-23(25)37-39-31-27(59(49,50)51)11-17-7-19(57(43,44)45)13-21(35)29(17)33(31)41)16-4-6-24(26(10-16)56-2)38-40-32-28(60(52,53)54)12-18-8-20(58(46,47)48)14-22(36)30(18)34(32)42;;;;/h3-14,37-38H,35-36H2,1-2H3,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54);;;;/q;4*+1/p-4/b39-31+,40-32+;;;;","tetrasodium;(3Z)-5-amino-3-[[4-[4-[(2Z)-2-(8-amino-1-oxo-3,6-disulfonatonaphthalen-2-ylidene)hydrazinyl]-3-methoxyphenyl]-2-methoxyphenyl]hydrazinylidene]-4-oxonaphthalene-2,7-disulfonate",1,CCRIS
COc1cc(OC)nc(n1)NC(=O)NS(=O)(=O)c1c(Cl)nc2n1cccc2,Imazosulfuron,92433,"1S/C14H13ClN6O5S/c1-25-9-7-10(26-2)18-13(17-9)19-14(22)20-27(23,24)12-11(15)16-8-5-3-4-6-21(8)12/h3-7H,1-2H3,(H2,17,18,19,20,22)","1-(2-chloroimidazo[1,2-a]pyridin-3-yl)sulfonyl-3-(4,6-dimethoxypyrimidin-2-yl)urea",0,CCRIS
COc1cc2CCCc2c2c1c1ccccc1cc2,"16,17-Dihydro-11-methoxy-15H-cyclopenta(a)phenanthrene",154203,"1S/C18H16O/c1-19-17-11-13-6-4-8-14(13)16-10-9-12-5-2-3-7-15(12)18(16)17/h2-3,5,7,9-11H,4,6,8H2,1H3","11-methoxy-16,17-dihydro-15H-cyclopenta[a]phenanthrene",1,CCRIS
COc1cc2O[C@@H]3[C@@](c2c2c1c1CCC(=O)c1c(=O)o2)(O)C=CO3,Aflatoxin M1,15558498,"1S/C17H12O7/c1-21-9-6-10-13(17(20)4-5-22-16(17)23-10)14-12(9)7-2-3-8(18)11(7)15(19)24-14/h4-6,16,20H,2-3H2,1H3/t16-,17-/m1/s1","(3R,7R)-3-hydroxy-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",1,CCRIS
COc1cc2O[C@@H]3[C@H](c2c2c1c1CCC(=O)c1c(=O)o2)CCO3,Aflatoxin B2,2724360,"1S/C17H14O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h6,8,17H,2-5H2,1H3/t8-,17+/m0/s1","(3S,7R)-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,9,11,13(17)-tetraene-16,18-dione",1,CCRIS
COc1cc2O[C@@H]3[C@H](c2c2c1c1CCOC(=O)c1c(=O)o2)C=CO3,Unii-1DB78J7pud,2724361,"1S/C17H12O7/c1-20-9-6-10-12(8-3-5-22-17(8)23-10)14-11(9)7-2-4-21-15(18)13(7)16(19)24-14/h3,5-6,8,17H,2,4H2,1H3/t8-,17+/m0/s1","(3S,7R)-11-methoxy-6,8,16,20-tetraoxapentacyclo[10.8.0.02,9.03,7.013,18]icosa-1,4,9,11,13(18)-pentaene-17,19-dione",1,CCRIS
COc1ccc(c(c1)OC)[NH3+].[Cl-],"Benzenamine, 2,4-dimethoxy-, hydrochloride",41023,"1S/C8H11NO2.ClH/c1-10-6-3-4-7(9)8(5-6)11-2;/h3-5H,9H2,1-2H3;1H","(2,4-dimethoxyphenyl)azanium;chloride",0,CCRIS
COc1ccc(cc1)[C@H]1O[C@@]1([2H])C,"(2S,3R)-2-deuterio-3-(4-methoxyphenyl)-2-methyloxirane",10749559,"1S/C10H12O2/c1-7-10(12-7)8-3-5-9(11-2)6-4-8/h3-7,10H,1-2H3/t7-,10-/m0/s1/i7D","(2S,3R)-2-deuterio-3-(4-methoxyphenyl)-2-methyloxirane",1,CCRIS
COc1ccc(cc1)CN(c1ccccn1)CCN(C)C.Cl,Pyrilamine hydrochloride,80139,"1S/C17H23N3O.ClH/c1-19(2)12-13-20(17-6-4-5-11-18-17)14-15-7-9-16(21-3)10-8-15;/h4-11H,12-14H2,1-3H3;1H","N'-[(4-methoxyphenyl)methyl]-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine;hydrochloride",0,CCRIS
COCCN(C(=O)N)N=O,1-(2-Methoxyethyl)-1-nitrosourea,130063,"1S/C4H9N3O3/c1-10-3-2-7(6-9)4(5)8/h2-3H2,1H3,(H2,5,8)",1-(2-methoxyethyl)-1-nitrosourea,1,CCRIS
COCCOC1=C(N2CC2)C(=O)C(=C(C1=O)N1CC1)OCCOC,Aziridyl benzoquinone,61215,"1S/C16H22N2O6/c1-21-7-9-23-15-11(17-3-4-17)14(20)16(24-10-8-22-2)12(13(15)19)18-5-6-18/h3-10H2,1-2H3","2,5-bis(aziridin-1-yl)-3,6-bis(2-methoxyethoxy)cyclohexa-2,5-diene-1,4-dione",1,CCRIS
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,Linuron,9502,"1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)","3-(3,4-dichlorophenyl)-1-methoxy-1-methylurea",1,CCRIS
CS(=O)(=O)O.Cc1ccc(cc1)N(c1cccc(c1)O)CC1=NCCN1,Phentolamine mesylate,91430,"1S/C17H19N3O.CH4O3S/c1-13-5-7-14(8-6-13)20(12-17-18-9-10-19-17)15-3-2-4-16(21)11-15;1-5(2,3)4/h2-8,11,21H,9-10,12H2,1H3,(H,18,19);1H3,(H,2,3,4)","3-[N-(4,5-dihydro-1H-imidazol-2-ylmethyl)-4-methylanilino]phenol;methanesulfonic acid",1,CCRIS
CS(=O)CC(=O)c1ccccn1,Oxisuran,33770,"1S/C8H9NO2S/c1-12(11)6-8(10)7-4-2-3-5-9-7/h2-5H,6H2,1H3",2-methylsulfinyl-1-pyridin-2-ylethanone,1,CCRIS
N#C[C@H](c1cccc(c1)Oc1ccccc1)OC(=O)[C@@H]1[C@@H](C1(C)C)C(C(Br)(Br)Br)Br,Tralomethrin,48132,"1S/C22H19Br4NO3/c1-21(2)17(19(23)22(24,25)26)18(21)20(28)30-16(12-27)13-7-6-10-15(11-13)29-14-8-4-3-5-9-14/h3-11,16-19H,1-2H3/t16-,17-,18+,19?/m1/s1","[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3S)-2,2-dimethyl-3-(1,2,2,2-tetrabromoethyl)cyclopropane-1-carboxylate",0,CCRIS
N#CCCC(C#N)(CBr)Br,"1,2-Dibromo-2,4-dicyanobutane",61948,"1S/C6H6Br2N2/c7-4-6(8,5-10)2-1-3-9/h1-2,4H2",2-bromo-2-(bromomethyl)pentanedinitrile,0,CCRIS
N#CCNC(=O)c1cnccc1C(F)(F)F,Flonicamid,9834513,"1S/C9H6F3N3O/c10-9(11,12)7-1-3-14-5-6(7)8(16)15-4-2-13/h1,3,5H,4H2,(H,15,16)",N-(cyanomethyl)-4-(trifluoromethyl)pyridine-3-carboxamide,1,CCRIS
N#CN=C(N(Cc1ccc(nc1)Cl)C)C,Acetamiprid,213021,"1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3",N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide,0,CCRIS
NC(=Nc1scc(n1)CSCCN=CNS(=O)(=O)c1ccc(cc1)Br)N,Ebrotidine,65869,"1S/C14H17BrN6O2S3/c15-10-1-3-12(4-2-10)26(22,23)19-9-18-5-6-24-7-11-8-25-14(20-11)21-13(16)17/h1-4,8-9H,5-7H2,(H,18,19)(H4,16,17,20,21)","N-(4-bromophenyl)sulfonyl-N'-[2-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]ethyl]methanimidamide",0,CCRIS
NC(=NCCc1ccccc1)N=C(N)N,Phenformin,8249,"1S/C10H15N5/c11-9(12)15-10(13)14-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H6,11,12,13,14,15)",1-(diaminomethylidene)-2-(2-phenylethyl)guanidine,0,CCRIS
NC(=O)OCCO,2-Hydroxyethyl carbamate,21492,"1S/C3H7NO3/c4-3(6)7-2-1-5/h5H,1-2H2,(H2,4,6)",2-hydroxyethyl carbamate,1,CCRIS
NC(C(=O)O)Cc1cnc[nH]1.O.Cl,L-Histidine monohydrochloride,517335,"1S/C6H9N3O2.ClH.H2O/c7-5(6(10)11)1-4-2-8-3-9-4;;/h2-3,5H,1,7H2,(H,8,9)(H,10,11);1H;1H2",2-amino-3-(1H-imidazol-5-yl)propanoic acid;hydrate;hydrochloride,0,CCRIS
Nc1cc(cc2c1C(=O)/C(=N/Nc1ccc(cc1)c1ccc(cc1)N/N=C\1/C(=O)c3c(N)cc(cc3C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])/C(=C2)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],"tetrasodium;(3Z)-5-amino-3-[[4-[4-[(2Z)-2-(8-amino-1-oxo-3,6-disulfonatonaphthalen-2-ylidene)hydrazinyl]phenyl]phenyl]hydrazinylidene]-4-oxonaphthalene-2,7-disulfonate",9570116,"1S/C32H24N6O14S4.4Na/c33-23-13-21(53(41,42)43)9-17-11-25(55(47,48)49)29(31(39)27(17)23)37-35-19-5-1-15(2-6-19)16-3-7-20(8-4-16)36-38-30-26(56(50,51)52)12-18-10-22(54(44,45)46)14-24(34)28(18)32(30)40;;;;/h1-14,35-36H,33-34H2,(H,41,42,43)(H,44,45,46)(H,47,48,49)(H,50,51,52);;;;/q;4*+1/p-4/b37-29+,38-30+;;;;","tetrasodium;(3Z)-5-amino-3-[[4-[4-[(2Z)-2-(8-amino-1-oxo-3,6-disulfonatonaphthalen-2-ylidene)hydrazinyl]phenyl]phenyl]hydrazinylidene]-4-oxonaphthalene-2,7-disulfonate",1,CCRIS
